time termination
119.928944992 1.0
130.881391303 2.0
144.437682147 3.0
145.145356905 4.0
148.977572171 5.0
948.692914657 6.0
987.221681319 7.0
992.408474367 8.0
998.85601151 9.0
1088.069487846 10.0
2646.637385414 11.0
2794.394993601 12.0
2886.531945029 13.0
2975.277599865 14.0
2987.744981345 15.0
3600.0 16.0
3600.0 17.0
3600.0 18.0
3600.0 19.0
3600.0 20.0
3600.0 21.0
3600.0 22.0
3600.0 23.0
3600.0 24.0
3600.0 25.0
3600.0 26.0
3600.0 27.0
3600.0 28.0
3600.0 29.0
3600.0 30.0
3600.0 31.0
3600.0 32.0
3600.0 33.0
3600.0 34.0
3600.0 35.0
3600.0 36.0
3600.0 37.0
3600.0 38.0
3600.0 39.0
3600.0 40.0
3600.0 41.0
3600.0 42.0
3600.0 43.0
3600.0 44.0
3600.0 45.0
3600.0 46.0
3600.0 47.0
3600.0 48.0
3600.0 49.0
3600.0 50.0
