time termination
102.31345109 1.0
110.712424389 2.0
121.429624759 3.0
122.875106603 4.0
126.562084577 5.0
949.173832184 6.0
985.986895037 7.0
996.790379561 8.0
1114.180437267 9.0
1142.139997245 10.0
2972.649883014 11.0
3005.88865046 12.0
3037.273452798 13.0
3285.365009799 14.0
3383.533961316 15.0
3600.0 16.0
3600.0 17.0
3600.0 18.0
3600.0 19.0
3600.0 20.0
3600.0 21.0
3600.0 22.0
3600.0 23.0
3600.0 24.0
3600.0 25.0
3600.0 26.0
3600.0 27.0
3600.0 28.0
3600.0 29.0
3600.0 30.0
3600.0 31.0
3600.0 32.0
3600.0 33.0
3600.0 34.0
3600.0 35.0
3600.0 36.0
3600.0 37.0
3600.0 38.0
3600.0 39.0
3600.0 40.0
3600.0 41.0
3600.0 42.0
3600.0 43.0
3600.0 44.0
3600.0 45.0
3600.0 46.0
3600.0 47.0
3600.0 48.0
3600.0 49.0
3600.0 50.0
